timestamp,job_id,task_id,machine_id,setup_time,processing_time
2020-01-01 14:39:00,4,14,134,3,40
2020-01-01 15:22:00,4,15,3,1,17
2020-01-01 15:40:00,4,16,175,5,88
2020-01-01 17:13:00,4,17,149,7,15
2020-01-01 00:00:00,5,1,137,2,74
2020-01-01 01:16:00,5,2,26,4,18
2020-01-01 01:38:00,5,3,119,3,18
2020-01-01 01:59:00,5,4,5,1,14
2020-01-01 02:14:00,5,5,60,3,60
2020-01-01 03:17:00,5,6,104,6,13
2020-01-01 03:36:00,5,7,146,8,45
2020-01-01 04:29:00,5,8,59,3,52
2020-01-01 05:24:00,5,9,3,2,70
2020-01-01 06:36:00,5,10,123,4,76
2020-01-01 07:56:00,5,11,53,9,35
2020-01-01 08:40:00,5,12,156,7,81
2020-01-01 10:08:00,5,13,199,1,18
2020-01-01 10:27:00,5,14,4,8,13
2020-01-01 10:48:00,5,15,124,6,67
2020-01-01 12:01:00,5,16,3,2,70
2020-01-01 13:13:00,5,17,15,3,79
2020-01-01 14:35:00,5,18,124,6,67
2020-01-01 15:48:00,5,19,147,2,74
2020-01-01 17:04:00,5,20,177,7,82
2020-01-01 18:33:00,5,21,191,9,21
2020-01-01 19:03:00,5,22,159,8,20
2020-01-01 19:31:00,5,23,105,1,77
2020-01-01 20:49:00,5,24,126,3,46
2020-01-01 21:38:00,5,25,18,3,69
2020-01-01 22:50:00,5,26,136,5,32
2020-01-01 23:27:00,5,27,104,6,13
2020-01-01 00:00:00,6,1,62,5,71
2020-01-01 01:16:00,6,2,114,4,53
2020-01-01 02:13:00,6,3,192,4,56
2020-01-01 03:13:00,6,4,195,3,73
2020-01-01 04:29:00,6,5,18,9,50
2020-01-01 05:28:00,6,6,64,1,74
2020-01-01 06:43:00,6,7,166,9,43
2020-01-01 07:35:00,6,8,95,7,17
2020-01-01 07:59:00,6,9,101,2,85
2020-01-01 00:00:00,7,1,42,3,41
2020-01-01 00:44:00,7,2,142,5,45
2020-01-01 01:34:00,7,3,125,1,15
2020-01-01 01:50:00,7,4,122,1,98
2020-01-01 03:29:00,7,5,44,4,86
2020-01-01 04:59:00,7,6,33,2,19
2020-01-01 05:20:00,7,7,160,6,36
2020-01-01 06:02:00,7,8,188,8,69
2020-01-01 07:19:00,7,9,6,2,32
2020-01-01 07:53:00,7,10,67,9,55
2020-01-01 08:57:00,7,11,178,6,98
2020-01-01 10:41:00,7,12,137,7,55
2020-01-01 11:43:00,7,13,114,3,27
2020-01-01 12:13:00,7,14,115,5,26
2020-01-01 12:44:00,7,15,148,7,49
2020-01-01 13:40:00,7,16,133,7,13
2020-01-01 14:00:00,7,17,63,4,94
2020-01-01 15:38:00,7,18,53,6,77
2020-01-01 17:01:00,7,19,29,7,65
2020-01-01 18:13:00,7,20,151,5,83
2020-01-01 19:41:00,7,21,91,7,65
2020-01-01 20:53:00,7,22,60,2,54
2020-01-01 00:00:00,8,1,169,5,50
2020-01-01 00:55:00,8,2,98,8,50
2020-01-01 01:53:00,8,3,33,7,89
2020-01-01 03:29:00,8,4,195,6,74
2020-01-01 04:49:00,8,5,100,3,48
2020-01-01 05:40:00,8,6,141,4,15
2020-01-01 05:59:00,8,7,62,2,49
2020-01-01 06:50:00,8,8,100,3,48
2020-01-01 07:41:00,8,9,56,5,29
2020-01-01 08:15:00,8,10,45,7,85
2020-01-01 09:47:00,8,11,92,7,99
2020-01-01 11:33:00,8,12,34,9,32
2020-01-01 12:14:00,8,13,48,7,56
2020-01-01 13:17:00,8,14,65,7,64
2020-01-01 14:28:00,8,15,145,1,25
2020-01-01 14:54:00,8,16,122,5,56
2020-01-01 15:55:00,8,17,109,1,61
2020-01-01 16:57:00,8,18,106,5,49
2020-01-01 17:51:00,8,19,13,5,46
2020-01-01 18:42:00,8,20,68,3,26
2020-01-01 19:11:00,8,21,107,1,43
2020-01-01 19:55:00,8,22,197,7,26
2020-01-01 20:28:00,8,23,99,4,31
2020-01-01 21:03:00,8,24,127,7,63
2020-01-01 22:13:00,8,25,178,2,60
2020-01-01 23:15:00,8,26,35,6,37
2020-01-01 23:58:00,8,27,51,4,25
2020-01-02 00:27:00,8,28,67,2,53
2020-01-02 01:22:00,8,29,185,8,30
2020-01-02 02:00:00,8,30,90,3,21
2020-01-02 02:24:00,8,31,173,4,40
2020-01-02 03:08:00,8,32,156,4,42
2020-01-02 03:54:00,8,33,98,8,50
2020-01-02 04:52:00,8,34,2,7,27
2020-01-02 05:26:00,8,35,175,1,31
2020-01-02 05:58:00,8,36,71,2,50
2020-01-02 06:50:00,8,37,125,2,80
2020-01-02 08:12:00,8,38,58,8,20
2020-01-02 08:40:00,8,39,74,5,33
2020-01-01 00:00:00,9,1,184,1,79
2020-01-01 01:20:00,9,2,174,6,23
2020-01-01 01:49:00,9,3,94,4,39
2020-01-01 02:32:00,9,4,20,9,72
2020-01-01 03:53:00,9,5,152,9,67
2020-01-01 05:09:00,9,6,85,6,78
2020-01-01 06:33:00,9,7,47,7,93
2020-01-01 08:13:00,9,8,45,4,95
2020-01-01 09:52:00,9,9,5,5,86
2020-01-01 11:23:00,9,10,168,8,17
2020-01-01 11:48:00,9,11,34,8,25
2020-01-01 12:21:00,9,12,55,7,81
2020-01-01 13:49:00,9,13,61,1,64
2020-01-01 14:54:00,9,14,98,9,34
2020-01-01 15:37:00,9,15,63,5,77
2020-01-01 16:59:00,9,16,41,6,60
2020-01-01 00:00:00,10,1,189,1,49
2020-01-01 00:50:00,10,2,54,4,35
2020-01-01 01:29:00,10,3,185,5,37
2020-01-01 02:11:00,10,4,152,2,72
2020-01-01 03:25:00,10,5,9,2,55
2020-01-01 04:22:00,10,6,76,3,89
2020-01-01 05:54:00,10,7,87,7,23
2020-01-01 06:24:00,10,8,97,4,75
2020-01-01 07:43:00,10,9,65,7,24
2020-01-01 08:14:00,10,10,70,2,49
2020-01-01 09:05:00,10,11,160,5,60
2020-01-01 10:10:00,10,12,65,7,24
2020-01-01 10:41:00,10,13,156,4,92
2020-01-01 12:17:00,10,14,20,8,51
2020-01-01 13:16:00,10,15,37,8,14
2020-01-01 13:38:00,10,16,189,1,49
2020-01-01 14:28:00,10,17,74,1,43
2020-01-01 15:12:00,10,18,144,7,35
2020-01-01 15:54:00,10,19,195,7,31
2020-01-01 16:32:00,10,20,175,8,51
2020-01-01 17:31:00,10,21,154,2,51
2020-01-01 18:24:00,10,22,194,2,61
2020-01-01 19:27:00,10,23,58,6,73
2020-01-01 20:46:00,10,24,150,3,34
2020-01-01 21:23:00,10,25,126,2,89
2020-01-01 22:54:00,10,26,103,9,33
2020-01-01 23:36:00,10,27,63,8,53
2020-01-02 00:37:00,10,28,33,3,98
2020-01-02 02:18:00,10,29,170,4,99
2020-01-02 04:01:00,10,30,33,3,98
2020-01-02 05:42:00,10,31,137,1,24
2020-01-02 06:07:00,10,32,138,5,32
2020-01-02 06:44:00,10,33,101,1,36
2020-01-02 07:21:00,10,34,7,7,83
2020-01-02 08:51:00,10,35,99,5,27
2020-01-02 09:23:00,10,36,9,2,55
2020-01-02 10:20:00,10,37,174,2,60
2020-01-02 11:22:00,10,38,151,5,61
2020-01-02 12:28:00,10,39,62,8,34
2020-01-02 13:10:00,10,40,55,3,82
2020-01-02 14:35:00,10,41,83,9,70
2020-01-02 15:54:00,10,42,9,2,55
2020-01-02 16:51:00,10,43,32,5,45
2020-01-02 17:41:00,10,44,131,1,83
2020-01-02 19:05:00,10,45,118,9,64
2020-01-01 00:00:00,11,1,107,7,18
2020-01-01 00:25:00,11,2,115,7,39
2020-01-01 01:11:00,11,3,12,9,60
2020-01-01 02:20:00,11,4,65,6,86
2020-01-01 03:52:00,11,5,102,6,29
2020-01-01 04:27:00,11,6,59,8,41
2020-01-01 05:16:00,11,7,36,8,54
2020-01-01 06:18:00,11,8,99,8,94
2020-01-01 08:00:00,11,9,152,7,69
2020-01-01 09:16:00,11,10,28,9,17
2020-01-01 09:42:00,11,11,10,1,30
2020-01-01 10:13:00,11,12,194,7,50
2020-01-01 11:10:00,11,13,57,6,96
2020-01-01 12:52:00,11,14,82,2,78
2020-01-01 14:12:00,11,15,105,6,29
2020-01-01 14:47:00,11,16,62,3,23
2020-01-01 15:13:00,11,17,21,5,76
2020-01-01 16:34:00,11,18,17,1,18
2020-01-01 16:53:00,11,19,8,2,19
2020-01-01 17:14:00,11,20,135,6,26
2020-01-01 17:46:00,11,21,42,3,50
2020-01-01 18:39:00,11,22,74,2,61
2020-01-01 19:42:00,11,23,41,4,23
2020-01-01 20:09:00,11,24,110,3,92
2020-01-01 21:44:00,11,25,41,4,23
2020-01-01 22:11:00,11,26,163,9,77
2020-01-01 23:37:00,11,27,109,8,50
2020-01-02 00:35:00,11,28,108,1,66
2020-01-02 01:42:00,11,29,104,4,82
2020-01-02 03:08:00,11,30,2,2,82
2020-01-02 04:32:00,11,31,181,6,41
2020-01-02 05:19:00,11,32,183,8,21
2020-01-02 05:48:00,11,33,10,1,30
2020-01-02 06:19:00,11,34,52,9,17
2020-01-02 06:45:00,11,35,199,1,87
2020-01-02 08:13:00,11,36,62,3,23
2020-01-02 08:39:00,11,37,53,9,47
2020-01-02 09:35:00,11,38,19,9,29
2020-01-02 10:13:00,11,39,30,8,80
2020-01-02 11:41:00,11,40,136,3,45
2020-01-02 12:29:00,11,41,154,4,26
2020-01-02 12:59:00,11,42,179,9,72
2020-01-02 14:20:00,11,43,146,7,91
2020-01-02 15:58:00,11,44,47,4,24
2020-01-02 16:26:00,11,45,196,8,67
2020-01-02 17:41:00,11,46,162,8,26
2020-01-02 18:15:00,11,47,25,3,56
2020-01-02 19:14:00,11,48,56,3,91
2020-01-01 00:00:00,12,1,65,8,56
2020-01-01 01:04:00,12,2,95,4,68
2020-01-01 02:16:00,12,3,131,6,48
2020-01-01 03:10:00,12,4,44,5,88
2020-01-01 04:43:00,12,5,173,2,66
2020-01-01 05:51:00,12,6,192,2,12
2020-01-01 06:05:00,12,7,182,7,24
2020-01-01 06:36:00,12,8,21,7,62
2020-01-01 07:45:00,12,9,160,7,31
2020-01-01 08:23:00,12,10,46,5,27
2020-01-01 08:55:00,12,11,100,6,10
2020-01-01 09:11:00,12,12,172,5,81
2020-01-01 10:37:00,12,13,179,3,20
2020-01-01 11:00:00,12,14,16,7,23
2020-01-01 11:30:00,12,15,9,8,70
2020-01-01 12:48:00,12,16,186,1,87
2020-01-01 14:16:00,12,17,165,1,94
2020-01-01 15:51:00,12,18,131,6,48
2020-01-01 16:45:00,12,19,181,7,77
2020-01-01 18:09:00,12,20,166,5,26
2020-01-01 18:40:00,12,21,149,2,76
2020-01-01 19:58:00,12,22,81,2,68
2020-01-01 21:08:00,12,23,84,8,29
2020-01-01 21:45:00,12,24,151,2,64
2020-01-01 22:51:00,12,25,82,6,72
2020-01-02 00:09:00,12,26,119,8,90
2020-01-02 01:47:00,12,27,165,1,94
2020-01-02 03:22:00,12,28,101,1,16
2020-01-02 03:39:00,12,29,21,7,62
2020-01-02 04:48:00,12,30,153,6,33
2020-01-02 05:27:00,12,31,89,5,73
2020-01-02 06:45:00,12,32,11,8,82
2020-01-02 08:15:00,12,33,164,5,93
2020-01-02 09:53:00,12,34,178,9,84
2020-01-02 11:26:00,12,35,18,8,11
2020-01-02 11:45:00,12,36,106,4,62
2020-01-02 12:51:00,12,37,177,7,19
2020-01-02 13:17:00,12,38,29,4,14
2020-01-02 13:35:00,12,39,153,6,33
2020-01-02 14:14:00,12,40,20,1,84
2020-01-02 15:39:00,12,41,141,1,70
2020-01-02 16:50:00,12,42,68,3,46
2020-01-02 17:39:00,12,43,160,7,31
2020-01-01 00:00:00,13,1,97,8,96
2020-01-01 01:44:00,13,2,168,1,32
2020-01-01 02:17:00,13,3,118,2,76
2020-01-01 03:35:00,13,4,144,9,83
2020-01-01 05:07:00,13,5,194,5,11
2020-01-01 05:23:00,13,6,132,3,78
2020-01-01 06:44:00,13,7,179,8,73
2020-01-01 08:05:00,13,8,183,6,37
2020-01-01 08:48:00,13,9,57,4,78
2020-01-01 10:10:00,13,10,150,2,44
2020-01-01 10:56:00,13,11,85,7,25
2020-01-01 11:28:00,13,12,123,9,47
2020-01-01 12:24:00,13,13,87,8,44
2020-01-01 13:16:00,13,14,83,3,57
2020-01-01 14:16:00,13,15,88,9,74
2020-01-01 15:39:00,13,16,98,2,26
2020-01-01 16:07:00,13,17,177,3,19
2020-01-01 16:29:00,13,18,93,1,54
2020-01-01 17:24:00,13,19,28,4,76
2020-01-01 18:44:00,13,20,32,4,54
2020-01-01 19:42:00,13,21,120,3,89
2020-01-01 21:14:00,13,22,192,5,79
2020-01-01 22:38:00,13,23,35,7,32
2020-01-01 23:17:00,13,24,71,8,63
2020-01-02 00:28:00,13,25,14,8,12
2020-01-02 00:48:00,13,26,147,5,40
2020-01-02 01:33:00,13,27,176,2,95
2020-01-02 03:10:00,13,28,7,2,12
2020-01-02 03:24:00,13,29,92,6,16
2020-01-02 03:46:00,13,30,108,2,79
2020-01-02 05:07:00,13,31,86,3,71
2020-01-02 06:21:00,13,32,34,1,87
2020-01-02 07:49:00,13,33,119,5,16
2020-01-02 08:10:00,13,34,66,5,11
2020-01-02 08:26:00,13,35,57,4,78
2020-01-02 09:48:00,13,36,173,3,89
2020-01-02 11:20:00,13,37,131,3,82
2020-01-02 12:45:00,13,38,40,2,43
2020-01-02 13:30:00,13,39,163,7,85
2020-01-02 15:02:00,13,40,48,8,72
2020-01-02 16:22:00,13,41,137,6,95
2020-01-02 18:03:00,13,42,139,9,65
2020-01-02 19:17:00,13,43,15,3,71
2020-01-02 20:31:00,13,44,16,1,30
2020-01-02 21:02:00,13,45,76,8,64
2020-01-01 00:00:00,14,1,22,4,70
2020-01-01 01:14:00,14,2,44,7,44
2020-01-01 02:05:00,14,3,122,3,68
2020-01-01 03:16:00,14,4,146,6,79
2020-01-01 04:41:00,14,5,185,9,49
2020-01-01 05:39:00,14,6,98,3,84
2020-01-01 07:06:00,14,7,132,1,60
2020-01-01 08:07:00,14,8,130,8,60
2020-01-01 09:15:00,14,9,173,1,88
2020-01-01 10:44:00,14,10,78,9,63
2020-01-01 11:56:00,14,11,80,9,30
2020-01-01 12:35:00,14,12,121,7,90
2020-01-01 14:12:00,14,13,103,2,61
2020-01-01 15:15:00,14,14,64,9,43
2020-01-01 16:07:00,14,15,59,9,19
2020-01-01 16:35:00,14,16,2,5,13
2020-01-01 16:53:00,14,17,183,8,35
2020-01-01 17:36:00,14,18,39,3,31
2020-01-01 18:10:00,14,19,164,9,70
2020-01-01 00:00:00,15,1,58,3,14
2020-01-01 00:17:00,15,2,144,1,46
2020-01-01 01:04:00,15,3,145,2,42
2020-01-01 01:48:00,15,4,97,1,88
2020-01-01 03:17:00,15,5,19,4,89
2020-01-01 04:50:00,15,6,176,2,20
2020-01-01 05:12:00,15,7,129,9,75
2020-01-01 06:36:00,15,8,12,8,41
2020-01-01 07:25:00,15,9,116,9,40
2020-01-01 08:14:00,15,10,150,5,29
2020-01-01 08:48:00,15,11,30,5,37
2020-01-01 09:30:00,15,12,161,8,13
2020-01-01 09:51:00,15,13,127,3,59
2020-01-01 10:53:00,15,14,174,1,80
2020-01-01 12:14:00,15,15,157,2,76
2020-01-01 13:32:00,15,16,170,5,81
2020-01-01 14:58:00,15,17,42,8,21
2020-01-01 15:27:00,15,18,160,5,63
2020-01-01 16:35:00,15,19,183,9,61
2020-01-01 17:45:00,15,20,165,3,61
2020-01-01 18:49:00,15,21,143,2,28
2020-01-01 19:19:00,15,22,99,9,94
2020-01-01 21:02:00,15,23,113,2,56
2020-01-01 22:00:00,15,24,18,1,92
2020-01-01 23:33:00,15,25,62,9,38
2020-01-02 00:20:00,15,26,13,9,17
2020-01-02 00:46:00,15,27,172,5,66
2020-01-02 01:57:00,15,28,23,3,91
2020-01-02 03:31:00,15,29,136,2,17
2020-01-02 03:50:00,15,30,38,6,79
2020-01-02 05:15:00,15,31,110,1,74
2020-01-01 00:00:00,16,1,124,6,96
2020-01-01 01:42:00,16,2,114,2,82
2020-01-01 03:06:00,16,3,156,3,83
2020-01-01 04:32:00,16,4,95,3,12
2020-01-01 04:47:00,16,5,45,9,53
2020-01-01 05:49:00,16,6,100,1,14
2020-01-01 06:04:00,16,7,54,4,22
2020-01-01 06:30:00,16,8,130,9,37
2020-01-01 07:16:00,16,9,43,4,17
2020-01-01 07:37:00,16,10,17,1,36
2020-01-01 08:14:00,16,11,88,1,41
2020-01-01 08:56:00,16,12,119,9,34
2020-01-01 09:39:00,16,13,80,2,28
2020-01-01 10:09:00,16,14,133,9,64
2020-01-01 11:22:00,16,15,145,3,86
2020-01-01 12:51:00,16,16,83,3,60
2020-01-01 13:54:00,16,17,101,9,73
2020-01-01 15:16:00,16,18,77,8,53
2020-01-01 16:17:00,16,19,49,8,65
2020-01-01 17:30:00,16,20,103,5,22
2020-01-01 17:57:00,16,21,105,8,89
2020-01-01 19:34:00,16,22,61,2,41
2020-01-01 20:17:00,16,23,184,8,23
2020-01-01 20:48:00,16,24,66,2,19
2020-01-01 21:09:00,16,25,15,2,29
2020-01-01 00:00:00,17,1,174,6,43
2020-01-01 00:49:00,17,2,81,9,42
2020-01-01 01:40:00,17,3,134,7,74
2020-01-01 03:01:00,17,4,148,2,73
2020-01-01 04:16:00,17,5,190,8,59
2020-01-01 05:23:00,17,6,117,7,45
2020-01-01 06:15:00,17,7,110,9,85
2020-01-01 07:49:00,17,8,81,9,42
2020-01-01 08:40:00,17,9,196,2,82
2020-01-01 10:04:00,17,10,29,1,44
2020-01-01 10:49:00,17,11,6,1,17
2020-01-01 11:07:00,17,12,162,1,82
2020-01-01 12:30:00,17,13,54,3,25
2020-01-01 00:00:00,18,1,104,3,54
2020-01-01 00:57:00,18,2,191,2,33
2020-01-01 01:32:00,18,3,88,3,39
2020-01-01 02:14:00,18,4,32,6,94
2020-01-01 03:54:00,18,5,189,6,60
2020-01-01 05:00:00,18,6,161,7,78
2020-01-01 06:25:00,18,7,104,3,54
2020-01-01 07:22:00,18,8,133,5,83
2020-01-01 08:50:00,18,9,99,2,50
2020-01-01 09:42:00,18,10,27,4,46
2020-01-01 10:32:00,18,11,173,1,32
2020-01-01 11:05:00,18,12,138,6,27
2020-01-01 11:38:00,18,13,52,1,76
2020-01-01 12:55:00,18,14,136,5,77
2020-01-01 14:17:00,18,15,66,9,76
2020-01-01 15:42:00,18,16,34,6,38
2020-01-01 16:26:00,18,17,39,5,71
2020-01-01 00:00:00,19,1,35,7,15
2020-01-01 00:22:00,19,2,131,6,59
2020-01-01 01:27:00,19,3,125,2,90
2020-01-01 02:59:00,19,4,26,7,88
2020-01-01 04:34:00,19,5,13,4,58
2020-01-01 05:36:00,19,6,41,6,25
2020-01-01 06:07:00,19,7,144,8,10
2020-01-01 06:25:00,19,8,79,3,58
2020-01-01 00:00:00,20,1,10,3,20
2020-01-01 00:23:00,20,2,174,5,46
2020-01-01 01:14:00,20,3,102,3,37
2020-01-01 01:54:00,20,4,117,7,42
2020-01-01 02:43:00,20,5,170,5,62
2020-01-01 03:50:00,20,6,81,6,59
2020-01-01 04:55:00,20,7,62,9,93
2020-01-01 06:37:00,20,8,139,2,77
2020-01-01 07:56:00,20,9,114,4,31
2020-01-01 08:31:00,20,10,97,9,81
2020-01-01 00:00:00,21,1,36,8,11
2020-01-01 00:19:00,21,2,193,2,23
2020-01-01 00:44:00,21,3,124,4,36
2020-01-01 01:24:00,21,4,78,2,77
2020-01-01 02:43:00,21,5,58,7,74
2020-01-01 04:04:00,21,6,14,8,96
2020-01-01 05:48:00,21,7,20,5,57
2020-01-01 06:50:00,21,8,92,9,29
2020-01-01 00:00:00,22,1,144,8,16
2020-01-01 00:24:00,22,2,153,4,58
2020-01-01 01:26:00,22,3,124,8,20
2020-01-01 01:54:00,22,4,126,3,99
2020-01-01 03:36:00,22,5,193,7,61
2020-01-01 04:44:00,22,6,46,9,16
2020-01-01 05:09:00,22,7,53,2,29
2020-01-01 05:40:00,22,8,167,5,76
2020-01-01 07:01:00,22,9,173,8,10
2020-01-01 07:19:00,22,10,70,4,49
2020-01-01 08:12:00,22,11,193,7,61
2020-01-01 09:20:00,22,12,70,4,49
2020-01-01 10:13:00,22,13,192,1,93
2020-01-01 11:47:00,22,14,171,6,93
2020-01-01 13:26:00,22,15,3,6,12
2020-01-01 13:44:00,22,16,84,8,91
2020-01-01 15:23:00,22,17,52,5,71
2020-01-01 16:39:00,22,18,142,5,38
2020-01-01 17:22:00,22,19,165,5,93
2020-01-01 19:00:00,22,20,82,6,61
2020-01-01 20:07:00,22,21,121,1,76
2020-01-01 21:24:00,22,22,171,6,93
2020-01-01 00:00:00,23,1,184,6,17
2020-01-01 00:23:00,23,2,98,1,83
2020-01-01 00:00:00,24,1,63,1,90
2020-01-01 01:31:00,24,2,47,8,16
2020-01-01 01:55:00,24,3,180,9,94
2020-01-01 03:38:00,24,4,110,4,82
2020-01-01 05:04:00,24,5,117,2,31
2020-01-01 05:37:00,24,6,116,4,22
2020-01-01 06:03:00,24,7,89,4,19
2020-01-01 06:26:00,24,8,13,8,41
2020-01-01 07:15:00,24,9,78,2,54
2020-01-01 08:11:00,24,10,56,9,28
2020-01-01 08:48:00,24,11,92,7,22
2020-01-01 00:00:00,25,1,192,5,19
2020-01-01 00:24:00,25,2,136,3,45
2020-01-01 01:12:00,25,3,164,6,99
2020-01-01 02:57:00,25,4,101,6,51
2020-01-01 03:54:00,25,5,177,7,56
2020-01-01 04:57:00,25,6,10,4,69
2020-01-01 06:10:00,25,7,39,7,58
2020-01-01 07:15:00,25,8,37,7,99
2020-01-01 09:01:00,25,9,32,8,20
2020-01-01 09:29:00,25,10,22,6,45
2020-01-01 10:20:00,25,11,154,8,89
2020-01-01 11:57:00,25,12,28,5,61
2020-01-01 13:03:00,25,13,139,1,71
2020-01-01 14:15:00,25,14,159,6,99
2020-01-01 16:00:00,25,15,156,5,60
2020-01-01 17:05:00,25,16,195,5,66
2020-01-01 18:16:00,25,17,116,7,43
2020-01-01 19:06:00,25,18,149,9,82
2020-01-01 20:37:00,25,19,61,4,63
2020-01-01 21:44:00,25,20,136,3,45
2020-01-01 22:32:00,25,21,166,9,91
2020-01-02 00:12:00,25,22,25,5,87
2020-01-02 01:44:00,25,23,114,6,37
2020-01-02 02:27:00,25,24,90,1,45
2020-01-02 03:13:00,25,25,125,6,57
2020-01-02 04:16:00,25,26,43,6,29
2020-01-02 04:51:00,25,27,63,7,39
2020-01-02 05:37:00,25,28,118,7,96
2020-01-02 07:20:00,25,29,116,7,43
2020-01-02 08:10:00,25,30,107,9,33
2020-01-02 08:52:00,25,31,42,3,94
2020-01-02 10:29:00,25,32,97,8,62
2020-01-02 11:39:00,25,33,33,7,86
2020-01-02 13:12:00,25,34,97,8,62
2020-01-02 14:22:00,25,35,68,2,21
2020-01-02 14:45:00,25,36,132,4,60
2020-01-02 15:49:00,25,37,38,9,72
2020-01-02 17:10:00,25,38,176,3,83
2020-01-02 18:36:00,25,39,7,4,74
2020-01-02 19:54:00,25,40,174,4,71
2020-01-02 21:09:00,25,41,168,7,68
2020-01-02 22:24:00,25,42,157,5,94
2020-01-03 00:03:00,25,43,142,3,12
2020-01-03 00:18:00,25,44,67,5,53
2020-01-01 00:00:00,26,1,34,6,29
2020-01-01 00:00:00,27,1,186,7,68
2020-01-01 01:15:00,27,2,92,9,10
2020-01-01 01:34:00,27,3,17,1,83
2020-01-01 02:58:00,27,4,108,4,49
2020-01-01 03:51:00,27,5,164,6,64
2020-01-01 05:01:00,27,6,66,8,60
2020-01-01 06:09:00,27,7,104,7,90
