63,82,48,79,28,98,69,19,29,30,22,60,33,89,51,14,18,29,29,92,76,23,20,64,56,61,80,17,56,80,28,42,12,44,71,54,98,21,62,28,23,50,83,81,21,75,24,73,30,93,30,17,47,35,94,91,96,83,41,96,50,23,69,94,86,59,40,54,24,73,70,62,66,61,74,93,15,87,57,52,18,78,76,88,28,47,55,79,38,91,19,58,86,76,44,32,36,90,94,53,67,29,97,82,29,34,18,66,50,92,45,95,57,24,39,77,68,86,69,51,35,96,11,20,85,21,68,53,83,98,65,62,87,36,26,45,75,68,31,39,34,71,41,19,50,91,34,29,63,58,16,69,87,26,12,30,53,16,68,99,72,26,77,31,69,15,40,25,41,92,18,20,14,96,65,10,57,50,72,50,41,35,21,93,62,96,91,15,16,61,68,15,40,50,86,67,49,65,87,53
88,51,72,63,78,36,24,79,70,42,82,56,69,26,48,23,79,11,97,84,62,88,84,49,36,93,44,36,14,91,28,53,57,35,74,91,46,52,30,80,40,59,17,88,77,27,37,85,45,96,88,75,91,71,15,17,75,95,41,64,94,30,34,49,56,74,91,46,60,34,75,95,24,68,98,72,61,67,23,78,68,72,93,29,95,59,84,32,73,73,41,34,88,67,68,27,62,91,16,10,16,23,93,25,47,62,38,39,10,92,59,53,95,78,73,70,86,34,90,96,16,20,92,12,71,15,89,78,94,18,48,68,48,82,45,72,65,75,20,73,70,99,47,62,25,66,68,42,76,18,64,57,33,43,44,25,72,12,97,31,26,82,66,93,94,26,65,59,60,33,22,81,66,22,35,72,19,84,20,39,77,24,99,42,15,87,62,62,67,79,14,12,78,94,44,99,95,93,15,49
56,81,17,83,19,77,12,23,41,49,22,52,43,12,71,30,68,34,28,12,32,39,70,69,50,26,18,76,11,30,15,54,23,87,32,51,20,63,95,43,14,38,60,85,31,92,88,72,70,80,76,68,41,45,44,29,78,51,79,42,80,95,11,94,75,11,37,33,10,65,63,25,43,24,74,64,30,80,36,43,90,79,57,48,25,71,44,74,23,62,79,16,54,55,80,84,96,26,10,36,83,95,45,83,30,28,34,79,54,88,63,22,13,78,57,78,54,76,16,89,82,33,47,72,34,54,42,13,34,15,82,78,41,87,93,45,95,35,65,26,27,74,77,83,18,97,40,24,92,44,61,55,47,88,74,88,77,37,95,40,58,36,85,45,21,40,71,32,69,30,39,73,89,81,62,95,19,87,73,87,82,34,37,83,28,35,12,59,45,40,87,79,86,11,43,72,37,35,12,87
71,13,99,61,28,69,20,79,67,78,18,79,51,19,10,64,29,86,76,75,76,70,95,31,90,98,32,30,59,29,16,41,83,45,25,27,26,55,31,25,34,11,83,44,89,94,52,75,76,61,52,25,62,39,72,76,47,98,19,63,79,95,85,43,61,49,90,32,21,41,82,23,42,40,38,88,45,63,31,30,66,86,54,31,32,97,67,45,99,91,69,39,81,68,96,84,13,84,22,70,10,80,61,61,59,58,91,21,63,38,19,64,31,26,78,98,60,35,44,42,90,68,18,39,69,31,61,98,67,60,47,60,49,94,14,16,73,95,55,90,86,11,23,88,84,79,15,56,94,63,48,50,83,42,72,87,17,16,29,66,35,39,77,70,40,83,38,32,60,66,22,94,88,90,58,89,96,42,97,70,42,24,35,47,49,81,58,58,64,72,22,12,15,55,34,29,94,56,58,15
24,54,98,82,20,34,71,16,99,22,75,41,17,39,88,85,82,92,89,77,83,69,91,40,42,16,61,12,12,37,62,53,59,82,43,83,35,79,10,50,22,21,75,67,10,55,24,37,44,65,56,31,22,43,32,66,86,14,85,45,77,38,30,97,85,37,35,16,64,23,32,39,60,80,76,13,39,56,46,30,45,42,95,87,88,50,62,29,83,60,14,91,51,68,52,12,88,38,94,89,92,57,84,46,79,64,16,97,12,74,40,81,56,97,49,40,62,43,48,37,43,99,67,26,69,46,59,78,75,52,94,76,52,37,66,17,62,99,34,84,19,51,28,46,42,61,81,71,48,29,95,45,70,66,59,56,76,88,15,63,13,36,23,60,61,64,39,17,21,81,13,66,40,80,10,20,99,81,19,34,89,80,61,33,61,35,28,31,38,46,74,37,92,30,13,23,37,20,93,90
78,70,87,50,88,60,99,17,62,27,82,82,33,65,29,79,36,76,19,96,43,62,13,94,12,24,26,17,28,35,56,56,59,86,98,44,58,72,90,86,67,12,17,48,53,49,12,54,65,52,56,12,22,22,89,90,62,70,59,67,41,98,66,13,60,19,31,49,71,40,16,45,10,51,85,45,53,88,11,28,13,83,60,36,18,22,36,41,28,83,84,85,18,92,12,40,66,12,14,14,73,84,22,42,89,87,44,35,90,83,75,88,57,82,76,88,14,84,34,15,51,62,34,96,94,62,67,10,33,37,93,11,64,68,40,70,70,32,22,60,83,36,70,71,86,93,33,47,66,73,94,67,17,70,16,83,24,61,28,67,92,23,20,46,15,93,49,32,29,85,71,38,56,46,45,13,18,23,77,56,34,17,11,23,15,23,64,47,52,48,87,48,98,13,95,47,76,38,59,72
55,95,57,66,63,17,12,58,39,49,88,55,31,85,56,72,60,73,87,91,82,86,45,59,28,73,83,10,44,38,85,79,89,66,59,19,79,49,11,56,24,77,97,72,84,48,95,57,85,19,19,17,97,25,62,35,53,37,92,18,65,16,44,30,33,97,98,23,33,40,58,56,10,88,52,20,43,29,42,69,42,51,40,15,80,84,29,92,88,52,64,12,57,85,63,90,18,56,21,93,91,54,63,49,53,93,11,39,91,85,91,30,60,89,88,70,45,10,87,73,81,44,81,93,14,76,80,33,76,31,70,26,97,74,54,74,17,39,23,95,76,17,53,39,11,70,87,73,30,14,21,73,37,37,38,76,56,84,61,59,26,82,47,24,90,94,27,26,92,92,52,76,16,43,68,67,40,15,49,68,52,60,84,68,61,41,99,14,55,59,91,48,11,37,64,82,11,14,29,80
76,93,56,98,51,21,26,92,95,33,58,18,39,68,96,68,70,88,22,13,20,38,18,47,17,39,46,21,14,95,37,94,33,38,54,33,67,70,71,72,52,27,53,76,23,40,26,69,89,26,66,76,94,76,86,15,10,63,17,57,13,83,67,65,34,76,69,39,20,16,39,68,42,42,35,34,65,72,58,34,50,31,70,89,45,41,24,39,86,76,33,18,50,47,71,80,81,11,50,92,96,81,17,54,79,59,57,44,31,50,85,97,62,33,57,38,38,62,55,36,66,11,19,80,31,27,38,64,83,60,14,92,83,73,57,77,46,27,29,70,98,11,88,37,61,81,45,75,39,40,92,62,35,53,95,25,10,10,42,21,78,36,66,65,62,50,11,88,12,66,44,41,32,25,47,87,10,65,60,95,31,91,91,38,70,82,49,41,60,87,33,67,85,90,69,41,51,58,84,78
24,58,90,64,20,56,15,57,95,86,55,74,58,60,96,79,67,47,27,77,47,15,89,85,58,88,74,22,55,44,69,40,98,93,15,19,31,84,96,65,25,97,34,91,61,36,87,94,88,75,39,10,19,70,19,99,49,65,70,74,97,91,95,88,57,91,29,93,79,38,15,38,76,12,10,65,12,52,58,75,43,53,96,34,55,97,75,73,54,79,71,87,68,39,61,35,73,48,20,34,68,55,40,93,48,97,73,32,21,99,21,64,51,38,93,63,85,98,31,22,14,90,87,11,90,20,48,55,53,16,59,73,56,28,35,62,91,78,76,75,26,78,21,10,20,48,90,22,24,10,36,15,25,23,64,19,71,62,94,97,32,32,57,23,75,44,57,58,76,69,96,29,53,91,88,94,35,65,16,53,33,50,45,79,16,57,95,72,24,55,42,73,75,98,40,24,68,52,49,17
63,74,76,94,64,86,98,68,56,20,29,54,74,90,75,36,15,10,77,25,47,35,42,93,73,66,19,97,94,49,67,40,75,55,52,13,45,60,87,41,81,87,51,55,53,99,16,55,27,79,81,25,64,57,55,58,10,84,30,78,11,93,97,90,70,86,71,13,99,13,40,63,48,41,77,44,20,46,97,81,59,67,79,48,31,53,26,51,31,68,20,65,37,64,27,33,81,84,73,97,29,37,10,96,90,61,82,32,73,12,17,84,34,31,26,89,42,21,63,50,90,43,71,71,65,97,70,83,48,80,54,61,71,31,31,95,95,84,77,68,51,85,68,41,84,92,73,12,94,89,88,99,18,74,50,93,68,29,70,11,98,65,43,40,12,49,38,78,94,62,82,25,21,46,44,25,11,12,86,93,48,83,61,38,50,69,57,11,75,40,81,21,43,19,28,85,72,21,72,47
10,57,45,31,97,19,74,42,75,41,25,67,76,96,65,12,18,36,66,57,40,87,91,23,19,67,99,43,94,98,81,72,14,44,10,11,32,36,18,25,17,97,28,66,83,91,23,61,10,29,87,28,80,70,54,14,39,74,89,89,46,56,74,85,11,46,15,45,16,37,20,94,10,72,59,28,72,77,85,34,43,21,63,93,67,20,20,69,41,94,29,29,38,62,93,94,46,19,45,84,21,94,84,67,65,70,23,89,93,15,74,11,55,56,53,64,48,90,57,10,78,64,52,36,10,64,77,48,16,89,18,60,38,56,14,81,10,99,87,55,24,86,86,17,73,69,15,61,77,16,38,55,61,25,30,29,83,81,16,11,52,10,67,31,57,40,14,55,68,87,87,22,66,69,67,31,58,34,95,60,76,71,47,32,78,39,70,94,77,65,44,90,23,51,49,14,26,32,63,12
18,68,12,35,59,50,36,16,64,22,94,66,33,89,27,48,33,48,74,45,48,60,28,16,81,41,29,37,90,66,81,69,24,14,70,56,40,71,69,94,16,60,65,42,76,16,42,33,50,10,36,71,29,63,55,42,24,73,15,84,53,27,97,17,27,41,85,76,84,49,34,74,34,87,70,64,74,22,73,76,18,61,89,91,39,35,95,91,29,34,75,94,56,31,19,42,66,76,19,17,56,50,47,53,70,30,87,41,90,20,75,97,82,56,79,44,36,27,16,91,76,23,71,20,86,99,36,41,32,57,82,59,31,10,87,99,46,24,20,39,29,38,89,16,83,10,86,15,26,23,52,40,58,84,36,50,42,75,59,62,83,30,12,50,93,19,76,16,48,99,93,63,10,66,32,11,49,85,11,52,11,49,38,44,55,93,20,33,94,46,39,93,61,60,52,66,10,32,58,18
89,16,41,29,44,63,77,76,65,66,49,62,82,37,80,25,69,14,25,93,71,96,63,31,66,77,73,44,10,19,63,16,18,69,79,57,46,76,65,88,85,72,88,76,69,95,36,30,79,10,25,66,19,31,30,80,29,56,29,15,67,59,49,35,46,92,93,52,39,39,60,29,41,70,58,14,55,43,16,98,56,26,55,69,20,18,84,42,21,48,99,17,71,60,60,16,54,83,41,21,93,21,21,87,65,83,61,42,67,22,76,78,81,89,15,82,46,18,93,80,17,66,40,25,35,31,37,72,91,20,98,65,24,54,10,47,58,62,10,80,77,76,11,77,15,82,43,73,73,99,52,11,57,12,72,44,64,76,47,27,75,31,43,57,22,54,47,68,85,30,42,61,62,77,45,10,61,25,33,61,42,61,55,17,58,43,35,57,20,50,84,11,13,77,55,77,89,58,31,48
62,57,83,88,45,43,79,12,92,60,93,46,41,93,59,43,34,37,51,62,43,50,46,15,59,27,88,14,78,71,12,79,41,45,35,97,16,62,26,64,38,56,93,27,66,73,16,52,22,35,19,15,61,28,73,28,37,33,70,22,66,40,90,93,93,49,65,86,10,82,75,20,38,43,60,47,31,54,54,86,21,77,73,85,41,55,39,97,19,84,62,22,17,40,15,79,97,19,47,38,54,66,69,64,36,61,89,45,89,82,48,54,35,11,15,22,31,98,21,69,58,96,62,83,29,38,90,96,20,42,43,45,23,99,72,21,15,86,79,21,11,93,15,98,38,24,27,95,47,88,20,71,12,28,53,30,35,89,96,77,23,20,25,16,94,59,67,17,30,71,72,49,93,46,78,69,88,20,10,94,30,40,16,51,22,95,43,63,56,71,83,45,26,90,41,66,69,25,18,15
53,51,84,97,72,89,74,17,33,69,11,61,79,82,30,86,10,85,46,13,54,45,49,73,87,88,40,61,44,21,34,20,86,49,62,32,99,72,58,57,40,94,29,56,20,88,97,21,32,16,47,72,74,14,69,90,53,32,10,52,63,44,39,23,22,32,53,21,31,55,61,88,79,10,54,68,51,17,92,86,60,71,70,53,80,50,60,66,58,45,11,59,20,32,67,87,62,19,79,37,51,18,16,89,41,12,33,89,54,50,72,91,65,37,35,43,37,96,89,90,16,41,92,61,57,63,46,48,62,44,90,60,11,52,86,45,56,35,71,84,12,12,85,30,59,94,75,86,82,51,40,63,46,89,74,60,94,10,99,29,94,59,54,99,80,91,86,68,44,71,43,21,57,71,14,83,56,25,76,87,74,89,22,61,35,93,51,92,36,77,38,19,73,73,66,19,98,58,19,15
54,93,31,45,96,17,68,36,60,43,68,27,23,84,98,19,32,79,44,83,97,22,97,96,27,43,34,87,34,23,73,18,34,29,58,12,74,45,52,98,13,20,40,84,88,53,49,64,47,89,60,92,12,27,12,33,47,20,10,59,29,54,32,49,99,16,74,91,69,92,33,39,58,93,52,98,33,19,48,58,32,30,80,51,97,54,71,96,84,81,15,89,35,29,45,93,47,22,75,17,85,27,44,85,68,73,79,68,63,69,47,19,91,29,97,23,75,51,59,74,91,45,13,92,24,64,43,90,16,21,85,74,47,50,15,58,91,14,91,28,51,58,67,83,25,42,91,85,54,24,45,45,43,45,28,55,67,71,55,82,67,58,82,13,53,94,94,26,67,85,28,97,78,39,61,43,64,63,22,22,53,75,25,36,96,92,95,87,75,11,23,60,19,24,66,25,67,14,87,42
87,77,62,67,88,99,60,48,50,76,96,28,91,86,83,81,83,76,13,75,71,14,77,40,57,56,10,25,20,40,37,15,16,68,66,91,82,89,43,67,69,99,46,20,54,21,21,44,92,70,73,46,40,43,44,49,36,60,32,87,50,72,15,79,81,60,88,13,25,38,34,64,43,70,48,43,27,73,20,74,22,40,78,13,92,86,18,51,21,51,53,10,79,69,89,66,32,66,99,62,39,69,70,90,75,63,32,49,80,97,18,18,45,68,93,52,10,62,13,75,50,93,52,97,33,42,88,60,55,18,79,15,56,74,96,77,22,12,87,63,86,29,91,62,32,94,23,51,71,62,25,87,42,97,67,99,31,80,69,25,34,61,76,64,27,36,51,61,74,33,22,91,11,17,84,17,57,16,59,51,22,55,80,71,68,68,66,72,75,67,78,48,76,58,48,99,93,21,23,23
12,70,10,69,10,43,64,46,89,19,22,33,35,68,62,36,65,18,76,40,57,98,25,49,45,24,11,93,48,82,77,84,42,56,46,35,21,85,41,36,45,66,99,44,41,32,59,47,85,37,50,10,42,57,92,67,60,21,67,24,79,99,62,19,83,69,14,15,90,22,45,54,90,96,37,72,86,34,15,81,46,63,63,20,64,81,39,49,40,99,51,35,42,90,21,44,39,54,47,25,38,47,64,54,99,21,15,30,45,11,98,66,46,42,37,31,19,47,80,39,88,60,58,26,78,43,35,90,76,99,24,34,84,76,35,85,24,12,33,33,84,28,69,76,50,59,47,66,14,18,93,69,32,65,44,41,40,15,63,20,68,20,66,55,73,15,14,11,58,39,23,59,11,33,65,57,34,50,55,27,64,39,36,31,61,41,64,66,85,85,83,55,40,85,53,99,74,26,32,53
74,86,53,75,97,66,97,90,35,51,99,94,67,77,92,77,36,47,77,26,90,41,67,16,61,71,43,93,68,87,91,30,87,84,47,21,45,46,20,33,92,92,29,54,79,20,78,18,25,78,50,79,43,32,62,69,20,53,22,95,55,26,90,18,53,73,50,38,56,47,41,41,76,15,27,30,50,40,42,57,48,42,50,85,36,46,25,43,79,64,84,89,57,97,65,34,13,38,88,80,42,69,34,87,26,29,78,73,62,77,73,71,38,69,55,12,97,64,58,60,20,22,47,11,55,47,11,39,92,61,52,41,48,66,51,27,82,14,47,91,10,74,31,46,74,94,98,14,67,59,38,10,60,82,62,10,19,56,92,27,49,17,24,30,89,57,69,92,12,63,10,20,84,21,55,69,85,77,28,29,98,76,90,21,46,29,59,23,71,53,88,12,37,68,87,64,55,81,82,39
32,97,65,41,75,72,75,15,64,13,19,79,57,17,30,31,46,72,93,35,44,88,99,77,33,82,37,81,38,86,65,38,41,53,61,75,99,27,98,27,67,80,96,37,58,54,10,88,14,27,95,95,85,99,38,37,10,93,49,84,47,54,20,14,82,31,58,76,76,95,54,80,70,81,11,77,99,71,59,86,34,35,10,72,86,78,14,45,61,24,95,50,91,45,12,81,61,71,82,91,68,90,62,34,26,74,47,93,91,35,18,87,20,89,85,53,20,93,60,72,59,25,97,18,45,44,77,91,19,43,78,37,10,20,22,33,77,59,21,31,23,22,61,83,38,27,89,16,71,90,76,71,56,32,25,15,28,39,87,25,32,85,11,68,66,54,93,44,60,25,81,77,58,46,27,95,77,18,82,89,19,80,34,25,78,53,38,56,88,34,91,83,15,57,50,40,16,19,46,93
84,12,28,75,40,61,73,28,66,54,72,67,16,25,36,87,29,13,36,23,55,50,51,46,67,37,16,76,53,54,85,94,10,19,83,65,70,99,84,10,73,84,38,12,39,18,70,53,78,32,66,81,13,80,94,37,38,15,80,36,52,39,59,77,94,35,35,20,28,13,13,57,28,21,39,22,10,17,94,72,16,57,29,37,26,42,15,43,24,97,47,13,27,67,37,30,48,19,46,37,90,37,97,77,16,70,86,50,93,23,59,61,56,42,84,15,91,50,28,18,96,99,37,47,65,72,25,30,94,48,28,77,33,73,82,97,62,21,42,12,41,63,72,98,14,71,86,92,39,99,61,15,27,92,58,18,75,60,93,39,88,61,57,96,49,83,86,12,42,24,58,67,19,13,53,41,75,34,42,46,81,88,21,53,87,94,52,45,54,67,57,67,63,54,51,36,25,72,89,88
23,24,85,19,18,12,10,43,31,54,93,90,57,59,72,48,35,60,87,98,47,90,90,15,53,25,85,18,69,78,50,12,28,69,35,47,14,70,73,29,23,84,68,40,50,49,41,49,72,51,91,19,27,69,26,55,89,83,22,19,17,45,69,32,36,42,64,49,73,44,99,30,95,75,81,10,66,15,80,93,77,61,59,95,50,29,23,99,11,14,47,80,47,56,68,60,61,66,81,38,39,52,78,90,35,42,30,75,12,97,44,62,61,75,88,76,35,56,52,57,70,93,50,76,54,83,64,42,84,64,77,46,33,40,55,14,18,59,85,94,85,83,26,11,15,79,50,52,82,14,18,73,32,66,71,55,77,72,35,41,71,66,55,94,57,31,69,29,12,70,64,50,84,96,99,84,26,80,64,13,55,85,82,68,88,49,44,13,83,57,19,81,36,85,79,17,29,90,90,67
13,63,39,36,92,13,75,78,36,17,35,28,11,31,38,58,81,59,91,55,95,16,39,60,31,78,32,42,70,25,50,29,46,71,11,30,92,32,10,35,47,64,96,23,29,31,28,86,49,12,42,15,60,92,45,19,91,23,66,80,93,42,38,91,94,90,53,76,87,20,63,66,92,18,69,65,20,73,28,80,28,13,49,23,36,27,58,55,49,13,89,67,88,79,19,96,18,49,58,88,40,88,30,73,96,42,93,88,36,50,10,23,58,98,57,82,84,42,72,85,71,72,72,17,57,71,28,57,26,10,93,28,19,52,58,51,37,40,33,77,79,19,94,19,34,37,91,30,65,78,99,66,32,50,45,64,28,21,53,44,37,84,38,95,75,10,87,52,34,93,10,20,46,22,35,38,55,31,60,66,60,87,46,44,88,58,22,71,15,27,37,96,24,20,77,79,16,26,48,10
53,65,18,25,70,19,98,81,71,13,78,91,65,71,86,25,49,46,47,49,97,19,10,64,23,58,66,85,67,65,22,46,77,86,15,96,26,95,45,88,79,35,25,68,83,96,39,11,76,91,96,71,88,31,46,29,90,31,86,81,38,57,80,34,64,41,39,52,77,83,48,59,86,71,88,74,95,78,76,62,65,36,25,18,11,76,64,97,89,81,45,41,75,88,76,52,80,89,86,19,54,41,13,63,87,42,33,11,60,61,82,97,67,89,26,89,96,57,91,19,16,28,17,83,55,58,14,91,35,74,96,85,56,40,87,81,49,41,79,37,27,68,20,56,73,77,90,36,95,78,35,84,60,63,28,59,10,58,85,76,88,87,32,29,26,67,77,71,23,72,68,94,95,38,26,93,91,89,78,75,63,27,95,69,66,76,78,66,39,66,83,10,73,68,55,69,48,91,31,22
18,44,97,75,91,13,65,80,44,90,83,59,55,21,58,19,97,77,40,13,37,30,68,41,53,10,80,60,64,95,41,65,10,40,47,14,39,68,21,43,82,81,24,84,37,57,96,47,68,14,40,48,69,46,47,89,42,50,73,70,46,19,21,42,63,70,73,97,58,34,76,55,44,72,18,13,85,77,16,14,92,48,17,97,25,30,70,33,88,17,63,62,71,65,23,63,59,88,92,59,12,41,51,71,86,50,22,93,20,28,49,11,22,94,49,50,30,87,50,42,47,76,25,10,62,29,61,71,74,90,71,90,16,91,64,41,38,14,18,56,55,43,15,96,94,49,39,27,56,99,92,81,56,85,49,23,34,48,70,47,35,87,56,43,91,69,72,23,39,18,72,98,77,63,70,31,95,41,98,75,53,83,14,61,44,27,98,56,55,61,14,93,64,84,42,28,17,50,90,59
